stop_name,zone_id,stop_id,stop_desc,stop_lat,stop_lon
Thindlu,23518,23518,Thindlu (Towards Tennis Court Thindlu),13.07348,77.56684
Thindlu,31807,31807,Thindlu (Towards Devarahalli),13.23438,77.59394
Thindlu,31808,31808,Thindlu (Towards Jalige),13.23444,77.59397
Thindlu,35002,35002,Thindlu (Towards Tharabanahalli),12.99049,77.86492
Thindlu,35277,35277,Thindlu (Towards Nanjappa Circle),13.07339,77.56674
Thindlu,35702,35702,Thindlu (Towards Pichaguntrahalli),12.99053,77.86493
Thindlu Cross,31447,31447,Thindlu Cross (Towards Thindlu),13.22855,77.59992
Thindlu Cross,35001,35001,Thindlu Cross (Towards Jalige),13.22853,77.59998
Thindlu Gate,23397,23397,Thindlu Gate (Towards Mahal Chowdadenahalli),12.86042,77.79879
Thindlu Gate,23417,23417,Thindlu Gate (Towards Sarjapur),12.86038,77.79881
Thindlu Sarjapura,31448,31448,Thindlu Sarjapura (Towards Thindlu),12.86346,77.80806
Thindlu Sarjapura,35000,35000,Thindlu Sarjapura (Towards Sarjapura),12.86332,77.80812
Thippagondanahalli,26971,26971,Thippagondanahalli (Towards Magadi Road),12.96193,77.33628
Thippagondanahalli Tumkur Road,31449,31449,Thippagondanahalli Tumkur Road (Towards Dabaspete),13.16007,77.3227
Thippagondanahalli Tumkur Road,34999,34999,Thippagondanahalli Tumkur Road (Towards Nelamangala),13.1602,77.32295
Thippasandra,22548,22548,Thippasandra (Towards Domlur),12.97371,77.6469
Thippasandra,22549,22549,Thippasandra (Towards Halasuru),12.97361,77.64689
Thippasandra,31809,31809,Thippasandra (Towards Ganjur),12.913,77.75308
Thippasandra,31810,31810,Thippasandra (Towards Ramanayakanhalli),12.91287,77.75307
Thippasandra,34998,34998,Thippasandra (Towards Avalahalli),12.87355,77.55638
Thippasandra,35701,35701,Thippasandra (Towards Narayana Nagara),12.87351,77.55638
Thippasandra Gate,24024,24024,Thippasandra Gate (Towards Nerige),12.91824,77.75456
Thippasandra Gate,24037,24037,Thippasandra Gate (Towards Gunjuru),12.9182,77.75454
Thippasandra Market,26978,26978,Thippasandra Market (Towards Ganesha Temple),12.97249,77.65099
Thippasandra Theatre Anjanapur,26979,26979,Thippasandra Theatre Anjanapur (Towards Anjanapura 2nd Block),12.87358,77.55874
Thippasandra Theatre Anjanapura,26980,26980,Thippasandra Theatre Anjanapura (Towards Avalahalli BDA Layout),12.87335,77.55851
Thippenahalli Anjaneya Temple,29535,29535,Thippenahalli Anjaneya Temple (Towards 8th Mile),13.03574,77.4845
Thippenahalli Anjaneya Temple,35467,35467,Thippenahalli Anjaneya Temple (Towards Thippenahalli Cross),13.03571,77.48451
Thippennahalli,31453,31453,Thippennahalli (Towards 8th Mile),13.0367,77.48707
Thippennahalli,34997,34997,Thippennahalli (Towards Indira Nagara),13.03662,77.48706
Thippennahalli Cross,31454,31454,Thippennahalli Cross (Towards Nelagadaranahalli),13.02943,77.48362
Thippennahalli Cross,34996,34996,Thippennahalli Cross (Towards Thippenahalli),13.02936,77.48361
Thippuru,31455,31455,Thippuru (Towards Lingapura),12.8151,77.44123
Thippuru,34995,34995,Thippuru (Towards Parasanapalya),12.81505,77.44129
Thirumala Dhaba,22551,22551,Thirumala Dhaba (Towards Bettahalli),13.09762,77.563
Thirumala Dhaba,22552,22552,Thirumala Dhaba (Towards Attur Layout),13.09774,77.56304
Thirumala Gate,31456,31456,Thirumala Gate (Towards Magadi),12.95104,77.24054
Thirumala Gate,34994,34994,Thirumala Gate (Towards Thippagondanahalli),12.95118,77.2404
Thirumala Theatre,26021,26021,Thirumala Theatre (Towards Petrol Bunk HSR Layout),12.91946,77.64899
Thirumalapura,21222,21222,Thirumalapura (Towards Hesaraghatta),13.12539,77.48362
Thirumalapura,21616,21616,Thirumalapura (Towards Chikka Banavara),13.12536,77.48364
Thirumalapura,31811,31811,Thirumalapura (Towards Marikuppe),13.02041,77.29358
Thirumalapura,31812,31812,Thirumalapura (Towards Motaganahalli),13.02042,77.29363
Thirumalapura,35700,35700,Thirumalapura (Towards Katammana Doddy),12.82674,77.31201
Thirumalashettyhalli Cross,22553,22553,Thirumalashettyhalli Cross (Towards Chikka Thirupathi),12.98602,77.78128
Thirumalashettyhalli Cross,22554,22554,Thirumalashettyhalli Cross (Towards Hope Farm),12.9862,77.7811
Thirumalashettyhalli Cross,31460,31460,Thirumalashettyhalli Cross (Towards Hosakote),12.98638,77.78122
Thirumenahalli,31462,31462,Thirumenahalli (Towards Jyothipura),13.11069,77.7536
Thirumenahalli Circle,34989,34989,Thirumenahalli Circle (Towards Thirumenahalli),13.11115,77.75189
Thirumenahalli Cross (KNS College),22555,22555,Thirumenahalli Cross (KNS College) (Towards Chokkanahalli),13.08871,77.6355
Thirumenahalli Cross (KNS College),22556,22556,Thirumenahalli Cross (KNS College) (Towards Bellahalli Cross),13.08853,77.63531
Thirumenahalli Gate,31464,31464,Thirumenahalli Gate (Towards Budigere Cross),13.11051,77.74517
Thirumenahalli Gate,34988,34988,Thirumenahalli Gate (Towards Budigere),13.11048,77.74509
Thirupalya,31465,31465,Thirupalya (Towards Thirupalya),12.82316,77.66572
Thirupalya,34987,34987,Thirupalya (Towards Thirupalya Circle),12.82323,77.6658
Thirupalya Circle,31466,31466,Thirupalya Circle (Towards Thirupalya),12.82337,77.66897
Thirupalya Circle,34986,34986,Thirupalya Circle (Towards Muneshwara Temple),12.82341,77.66906
Thirupalya Govt Hospital,31467,31467,Thirupalya Govt Hospital (Towards Muneshwara Temple),12.81801,77.66858
Thirupalya Govt Hospital,34985,34985,Thirupalya Govt Hospital (Towards Bommasandra),12.8174,77.66853
Thirupalya Muneshwara Temple,34984,34984,Thirupalya Muneshwara Temple (Towards Bommasandra),12.82321,77.66967
Thiruvaranga,34981,34981,Thiruvaranga (Towards Mugaluru),12.90181,77.8266
Thiruvaranga Gate,23402,23402,Thiruvaranga Gate (Towards Chikka Thirupathi),12.89593,77.82876
Thiruvaranga Gate,23412,23412,Thiruvaranga Gate (Towards Mugaluru),12.89588,77.8288
Thiruvaranga Gate,31470,31470,Thiruvaranga Gate (Towards Muthkur),12.89596,77.82872
Thittahalli,31472,31472,Thittahalli (Towards Uttari),12.82179,77.46053
Thittahalli,34980,34980,Thittahalli (Towards Gonipura),12.82176,77.46049
Thogur Cross,27019,27019,Thogur Cross (Towards Bettadasanapura),12.84346,77.64425
Thogur Cross,35338,35338,Thogur Cross (Towards Electronic City),12.84356,77.64427
Thokathimmana Doddy,27020,27020,Thokathimmana Doddy (Towards Thokathimmana Doddy),12.7483,77.47984
Thokathimmana Doddy Cross,31473,31473,Thokathimmana Doddy Cross (Towards Vaderahalli),12.74401,77.47878
Thokathimmana Doddy Cross,34979,34979,Thokathimmana Doddy Cross (Towards Bokipura),12.74399,77.47896
Thomas Cafe,31474,31474,Thomas Cafe (Towards Nandidurga Road),12.99065,77.61371
Thonachinakuppe,31475,31475,Thonachinakuppe (Towards T Begur),13.14163,77.34737
Thonachinakuppe,34977,34977,Thonachinakuppe (Towards Nelamangala),13.14218,77.34763
Thore Byrasandra,31813,31813,Thore Byrasandra (Towards Thore Kempohalli),13.11037,77.32961
Thore Byrasandra,35699,35699,Thore Byrasandra (Towards Nelamangala),13.11038,77.32966
Thore Doddy High School,27031,27031,Thore Doddy High School (Towards Thore Doddy High School),12.75862,77.39134
Thore Hosapalya,31814,31814,Thore Hosapalya (Towards Thore Hosapalya),13.02583,77.32927
Thore Hosapalya,34975,34975,Thore Hosapalya (Towards Thore Byrasandra),13.09971,77.32735
Thore Hosapalya,35698,35698,Thore Hosapalya (Towards Nelamangala),13.0997,77.32738
Thore Hosapalya Cross,31480,31480,Thore Hosapalya Cross (Towards Kuppemala),13.09588,77.32572
Thore Hosapalya Cross,34974,34974,Thore Hosapalya Cross (Towards Nelamangala),13.09592,77.32576
Thore Kempahalli,31481,31481,Thore Kempahalli (Towards Thore Hosapalya),13.12016,77.33024
Thore Kempahalli,34973,34973,Thore Kempahalli (Towards Modalakote),13.12013,77.33019
Thore Nagasandra,31482,31482,Thore Nagasandra (Towards Thore Nagasandra),13.11457,77.47461
Thore Nagasandra,34972,34972,Thore Nagasandra (Towards Hesaraghatta Road),13.11458,77.4747
Thore Nagasandra Cross,21223,21223,Thore Nagasandra Cross (Towards Hesaraghatta),13.11196,77.48188
Thore Nagasandra Cross,21617,21617,Thore Nagasandra Cross (Towards Chikkabanavara),13.11201,77.48192
ThoreDoddy,31483,31483,ThoreDoddy (Towards Ittamadu),12.75743,77.39736
ThoreDoddy,34971,34971,ThoreDoddy (Towards Heggadagere),12.75738,77.39737
Thorechannahalli,27041,27041,Thorechannahalli (Towards Belagumba),12.99786,77.27104
Thorepalya,31815,31815,Thorepalya (Towards Kuppemala),13.09478,77.33834
Thorepalya,31816,31816,Thorepalya (Towards Hospete Gate),12.99098,77.2436
Thorepalya,34970,34970,Thorepalya (Towards Nelamangala),13.09482,77.33839
Thorepalya,35697,35697,Thorepalya (Towards Belagumba),12.99099,77.24355
Thotada Guddadahalli,21224,21224,Thotada Guddadahalli (Towards Kuduregere),13.06819,77.48944
Thotada Guddadahalli,21225,21225,Thotada Guddadahalli (Towards Bagalagunte),13.06819,77.48948
Thotagere Basavanna Devastana,21226,21226,Thotagere Basavanna Devastana (Towards Gopalapura),13.13818,77.45363
Thotagere Basavanna Devastana,27053,27053,Thotagere Basavanna Devastana (Towards Hesaraghatta),13.13821,77.45361
Thotagere Village,31489,31489,Thotagere Village (Towards Hesaraghatta),13.13615,77.44599
Thotagere Village,34967,34967,Thotagere Village (Towards Gopalapura),13.1361,77.446
Thubarahalli,22557,22557,Thubarahalli (Towards Varthuru Kodi),12.95592,77.72057
Thubarahalli,22558,22558,Thubarahalli (Towards Marathahalli),12.95575,77.72042
Thunga Nagara,31490,31490,Thunga Nagara (Towards Vidyamanyanagara),12.99192,77.48526
Thunga Nagara,34966,34966,Thunga Nagara (Towards Sunkadakatte),12.99195,77.4853
Thunganagara Cross,31500,31500,Thunganagara Cross (Towards Thunganagara),12.98551,77.48501
Thunganagara Cross,34956,34956,Thunganagara Cross (Towards Sunkadakatte),12.9856,77.485
Thyagadahalli,31492,31492,Thyagadahalli (Towards Byranayakanahalli),13.17425,77.39482
Thyagadahalli,34964,34964,Thyagadahalli (Towards Railway Gollahalli),13.17427,77.39488
Thyagaraja Nagara,23682,23682,Thyagaraja Nagara (Towards NR Colony),12.93203,77.56755
Thyagaraja Nagara,23732,23732,Thyagaraja Nagara (Towards Indira Nursing Home),12.93215,77.56764
Thyagaraja Nagara KEB Quarters,23683,23683,Thyagaraja Nagara KEB Quarters (Towards NR Colony),12.93504,77.56842
Thyagaraja Nagara KEB Quarters,23731,23731,Thyagaraja Nagara KEB Quarters (Towards Thyagaraja Nagara),12.93515,77.56845
Thyamagondlu,31493,31493,Thyamagondlu (Towards Thyamagondlu),13.21573,77.30067
Thyamagondlu,34963,34963,Thyamagondlu (Towards T Begur),13.2158,77.30064
Thyamagondlu Cross,31494,31494,Thyamagondlu Cross (Towards Thyamagondlu),13.15183,77.33767
Thyamagondlu Cross,34962,34962,Thyamagondlu Cross (Towards T Begur),13.15178,77.33772
Thyavakanahalli Gate,22559,22559,Thyavakanahalli Gate (Towards Sarjapura),12.82758,77.78623
Thyavakanahalli Gate,27066,27066,Thyavakanahalli Gate (Towards Sollepura),12.82769,77.78598
Thyavakanahalli Gate,35183,35183,Thyavakanahalli Gate (Towards Attibele),12.82794,77.78634
Timber Yard Layout,34961,34961,Timber Yard Layout (Towards MCTC Bus Station),12.94832,77.5433
Tin Factory,21228,21228,Tin Factory (Towards Kempegowda Bus Station),12.99645,77.66857
Tin Factory,21229,21229,Tin Factory (Towards KR Pura Railway Station),12.99698,77.66937
Tippu Palace,36640,36640,Tippu Palace (Towards KR Market),12.95997,77.5737
Tirumagondanahalli,22560,22560,Tirumagondanahalli (Towards Attibele),12.79407,77.72165
Tirumagondanahalli,22561,22561,Tirumagondanahalli (Towards Chandapura),12.79438,77.72032
Tirumagondanahalli Ghati Subramanya,31496,31496,Tirumagondanahalli Ghati Subramanya (Towards Ghati SUbramanya),13.35289,77.53889
Tirumagondanahalli Ghati Subramanya,34960,34960,Tirumagondanahalli Ghati Subramanya (Towards Doddaballapura),13.35293,77.53895
Town Hall,21231,21231,Town Hall (Towards Corporation),12.96384,77.58434
Town Hall,21232,21232,Town Hall (Towards KR Market),12.96355,77.58375
Town Hall,22565,22565,Town Hall (Towards Kempegowda Bus Station),12.96353,77.58507
Town Hall,31416,31416,Town Hall (Towards Corporation.),12.96409,77.58404
Trinity Circle,22693,22693,Trinity Circle (Towards Shivaji Nagara),12.97071,77.61959
Trinity Circle,22756,22756,Trinity Circle (Towards HAL),12.97093,77.6197
Trinity Metro Station,38187,38187,Trinity Metro Station (Towards Mayohall/Shivajinagara),12.97295,77.61689
Trinity Metro Station,39974,39974,Trinity Metro Station (Towards Halasuru),12.97315,77.61685
Trumpet (KIA),35806,35806,Trumpet (KIA) (Towards Kempegowda international Airport),13.19762,77.65547
Trumpet (KIA),35807,35807,Trumpet (KIA) (Towards Sadahalli Gate),13.19655,77.65464
Tubagere,38706,38706,Tubagere (Towards Last Stop),13.37522,77.57194
Tulasipura,31499,31499,Tulasipura (Towards Last Stop),12.845,77.55786
Tulips Resort,27082,27082,Tulips Resort (Towards Sakalavara Gate),12.82857,77.59552
Tulips Resort,35223,35223,Tulips Resort (Towards Sakalavara),12.8286,77.59556
Tumkur Road Junction,30415,30415,Tumkur Road Junction (Towards Nelamangala),13.09816,77.38615
Tumkur Road Junction,33158,33158,Tumkur Road Junction (Towards Yantaganahalli),13.09758,77.38535
Tumkur Road Junction,33159,33159,Tumkur Road Junction (Towards T Begur),13.09812,77.38544
Turahalli,31491,31491,Turahalli (Towards Pratyangira Temple),12.89752,77.53952
Turahalli,34965,34965,Turahalli (Towards Uttarahalli),12.89751,77.53948
Turahalli Cross,39647,39647,Turahalli Cross (Towards Pratyangira Temple),12.89339,77.53819
Turahalli Cross,39648,39648,Turahalli Cross (Towards Uttarahalli),12.89342,77.53819
Tyamasandra,39362,39362,Tyamasandra (Towards Kanakapura),12.67542,77.46342
Tyamasandra,39363,39363,Tyamasandra (Towards Harohalli),12.67542,77.46327
Udakunte,37780,37780,Udakunte (Towards Last Stop),13.13218,77.23564
Udakunte,37781,37781,Udakunte (Towards Mudalapalya),13.13214,77.23562
Udaya Badavane,31501,31501,Udaya Badavane (Towards Udaya Badavane),12.96165,77.46698
Udaya Badavane,34955,34955,Udaya Badavane (Towards Manganahalli),12.9617,77.467
Udayapura,22566,22566,Udayapura (Towards Saluhunase),12.81324,77.51201
Udayapura,22567,22567,Udayapura (Towards Udipalya),12.8131,77.51197
Uddandahalli,31503,31503,Uddandahalli (Towards Pachepalya),12.88646,77.3838
Uddandahalli,34953,34953,Uddandahalli (Towards Rampura),12.88637,77.38375
Uddandahalli Cross,31504,31504,Uddandahalli Cross (Towards Byalalu),12.88717,77.37655
Uddandahalli Cross,34952,34952,Uddandahalli Cross (Towards Koluru),12.88722,77.37655
Uddandahalli Cross,39378,39378,Uddandahalli Cross (Towards Chunchanakuppe/Byalalu),12.88717,77.3765
Udhbhava School,38152,38152,Udhbhava School (Towards Gulaganjanahalli),12.92668,77.41741
Udichikkanahalli,31505,31505,Udichikkanahalli (Towards Byranayakanahalli),13.17702,77.4001
Udichikkanahalli,34951,34951,Udichikkanahalli (Towards Railway Gollahalli),13.17706,77.40012
Udipalya,23602,23602,Udipalya (Towards Kaggalipura),12.82044,77.5142
Udipalya,23636,23636,Udipalya (Towards Banashankari Bus Station),12.82039,77.51401
Udupi Garden Petrol Bunk,31506,31506,Udupi Garden Petrol Bunk (Towards Tavarakere),12.91717,77.61007
Udupi Garden Petrol Bunk,34950,34950,Udupi Garden Petrol Bunk (Towards BTM Water Tank),12.91714,77.61023
Uduvegere,31507,31507,Uduvegere (Towards Magadi),12.93322,77.21639
Uduvegere,34949,34949,Uduvegere (Towards Managal),12.93318,77.21641
Uganawadi,31508,31508,Uganawadi (Towards Sadahalli Gate),13.23901,77.65698
Uganawadi,34948,34948,Uganawadi (Towards Solur),13.23921,77.6569
Uganawadi Cross,31818,31818,Uganawadi Cross (Towards Kannamangalapalya),13.2319,77.65594
Uganawadi Cross,34947,34947,Uganawadi Cross (Towards Peddanahalli),13.23208,77.65594
Uganawadi Cross,35696,35696,Uganawadi Cross (Towards Eltheri Milk Dairy Circle),13.23219,77.65601
UjinappanaDoddy,27106,27106,UjinappanaDoddy (Towards Kariyappana Doddy),12.71754,77.58787
UjinappanaDoddy,35327,35327,UjinappanaDoddy (Towards Ujinappana Doddy),12.71749,77.58762
Ullala Lake,27107,27107,Ullala Lake (Towards Upkar Layout Cross),12.95872,77.47928
Ullala Lake,27108,27108,Ullala Lake (Towards Marutinagara),12.95874,77.47942
Ullala Satelite Town,21238,21238,Ullala Satelite Town (Towards Ullala Satelite Town),12.96283,77.47502
Ullala Satellite Town Cross,21239,21239,Ullala Satellite Town Cross (Towards Ullala),12.96215,77.47858
Ullala Satellite Town Cross,35914,35914,Ullala Satellite Town Cross (Towards Manganahalli Cross),12.96212,77.4785
Ullalu,21240,21240,Ullalu (Towards Hullalu Sattelite Town),12.95568,77.48014
Ullalu Village,21241,21241,Ullalu Village (Towards Vidyaniketan Public School),12.95591,77.48012
Ummalu,31512,31512,Ummalu (Towards Ummalu),13.07389,77.93865
Ummalu Gate,27109,27109,Ummalu Gate (Towards Guttahalli),13.07826,77.91775
Ummulu Gate,27113,27113,Ummulu Gate (Towards Doddadenahalli),13.07828,77.91783
Univesity Quarters,21747,21747,Univesity Quarters (Towards AIT College),12.9528,77.50008
Upadhyaya Badavane,31513,31513,Upadhyaya Badavane (Towards Upadhyaya Badavane),12.9353,77.49909
Upkar Layout Cross,21242,21242,Upkar Layout Cross (Towards Ullala),12.96375,77.47989
Upkar Layout Cross,35915,35915,Upkar Layout Cross (Towards Ullala Satellite Town),12.96371,77.48
Upkar Residency Layout,31515,31515,Upkar Residency Layout (Towards Upkar Layout Cross),12.96052,77.48327
Upkar Residency Layout,34943,34943,Upkar Residency Layout (Towards Balaji Layout),12.96058,77.48326
Upparahalli (Kumbalahalli Gate),31338,31338,Upparahalli (Kumbalahalli Gate) (Towards Hosakote),13.08858,77.78078
Upparahalli (Kumbalahalli Gate),33618,33618,Upparahalli (Kumbalahalli Gate) (Towards Sulibele),13.08851,77.78079
Uragahalli Bidadi,31516,31516,Uragahalli Bidadi (Towards Heggadagere),12.74357,77.37747
Uragahalli Bidadi,34942,34942,Uragahalli Bidadi (Towards Manchegowdanapalya),12.74362,77.37748
Uragana Doddy,31517,31517,Uragana Doddy (Towards Siddayyana Doddy),12.71741,77.59427
Uragana Doddy,34941,34941,Uragana Doddy (Towards Kuppa Siddana Doddy),12.71748,77.59427
Uttarahalli,22568,22568,Uttarahalli (Towards Banashankari),12.90621,77.54337
Uttarahalli,22571,22571,Uttarahalli (Towards Kengeri),12.90575,77.54257
Uttarahalli Bus Stand,22569,22569,Uttarahalli Bus Stand (Towards Konanakunte Cross),12.90535,77.54327
Uttarahalli Bus Stand,22570,22570,Uttarahalli Bus Stand (Towards Kengeri Chikkalasandra),12.90521,77.5432
Uttari Cross,36200,36200,Uttari Cross (Towards Uttari),12.80837,77.51047
Uttari Cross,36201,36201,Uttari Cross (Towards Udayapalya),12.80843,77.51047
Utthari,31519,31519,Utthari (Towards Banjarapalya),12.81793,77.49323
Utthari,34939,34939,Utthari (Towards Kaggalipura Junction),12.81798,77.49322
V CARE HOSPITAL,38977,38977,V CARE HOSPITAL (Towards Last Stop),13.01594,77.5976
VBHC Apartment Gate,31564,31564,VBHC Apartment Gate (Towards Anekal),12.75747,77.70462
VBHC Apartment Gate,34911,34911,VBHC Apartment Gate (Towards Chandapura),12.75752,77.70463
Vabasandra,34938,34938,Vabasandra (Towards Hulimangala),12.81462,77.65048
Vabasandra,35695,35695,Vabasandra (Towards Shikaripalya),12.81454,77.65059
Vabasandra Gate,31523,31523,Vabasandra Gate (Towards Vabasandra),13.12358,77.77325
Vabasandra Gate,34937,34937,Vabasandra Gate (Towards Hosakote),13.12358,77.77328
Vaddahalli Gate,34936,34936,Vaddahalli Gate (Towards Nandagudi),13.20078,77.91485
Vaddarahalli Cross,31525,31525,Vaddarahalli Cross (Towards BMTC Training Centre),13.01496,77.44694
Vaddarahalli Cross,34935,34935,Vaddarahalli Cross (Towards Bettahalli Colony),13.01494,77.44696
Vaddarapalya,34934,34934,Vaddarapalya (Towards Hennur),13.03865,77.64638
Vaddarapalya,35112,35112,Vaddarapalya (Towards Vaddarapalya),12.76405,77.64472
Vaddarapalya,35135,35135,Vaddarapalya (Towards Jagini APC Circle),12.76407,77.64468
Vaddarapalya,35172,35172,Vaddarapalya (Towards St Merrys School),12.8438,77.612
Vaddarapalya,35282,35282,Vaddarapalya (Towards Mylasandra Cross),12.84387,77.61194
Vaddarapalya,35694,35694,Vaddarapalya (Towards Kalkere),13.0387,77.64635
Vaddarapalya JP Nagara 8th Phase,23462,23462,Vaddarapalya JP Nagara 8th Phase (Towards Brook Heaven),12.86405,77.57513
Vaddarapalya JP Nagara 8th Phase,23464,23464,Vaddarapalya JP Nagara 8th Phase (Towards Vaddarapalya JP Nagara 8th Phase),12.86412,77.57524
Vaderahalli,31822,31822,Vaderahalli (Towards Thokathimmana Doddy Cross),12.74075,77.48076
Vaderahalli,31823,31823,Vaderahalli (Towards Gantagana Doddy Cross),12.74088,77.4808
Vaderahalli,31827,31827,Vaderahalli (Towards O B Chudanahalli),12.83541,77.52681
Vaderahalli,35716,35716,Vaderahalli (Towards Last Stop),12.83538,77.52685
Vaderahalli Cross,31536,31536,Vaderahalli Cross (Towards Mattahalli),13.09932,77.44484
Vaderahalli Cross,34931,34931,Vaderahalli Cross (Towards Makali),13.0993,77.44488
Vaderamanchanahalli Jigani,24121,24121,Vaderamanchanahalli Jigani (Towards  Jigani APC Circle),12.76836,77.63027
Vaderamanchanahalli Jigani,24276,24276,Vaderamanchanahalli Jigani (Towards Kallabala Cross),12.7683,77.63028
Vagata,31537,31537,Vagata (Towards Makanahalli),13.02308,77.83578
Vagata,34930,34930,Vagata (Towards Hosakote),13.02304,77.83572
Vagdevi Vilas School,24317,24317,Vagdevi Vilas School (Towards Surya Nagara Apartment),12.93238,77.7606
Vagdevi Vilas School,24332,24332,Vagdevi Vilas School (Towards Varthuru),12.93227,77.76075
Vahale Gate,31538,31538,Vahale Gate (Towards Shanthi Nagara),12.87696,77.34209
Vahale Gate,34929,34929,Vahale Gate (Towards Manchanabele),12.87692,77.34209
Vaiyalikaval Police Station,21244,21244,Vaiyalikaval Police Station (Towards Link Road),13.00207,77.57851
Vaiyalikaval Police Station,21245,21245,Vaiyalikaval Police Station (Towards Sadashiva Nagara),13.00176,77.57846
Vajarahalli,31828,31828,Vajarahalli (Towards Kethaganahalli),12.82392,77.39154
Vajarahalli,31829,31829,Vajarahalli (Towards Bidadi),12.82396,77.39157
Vajarahalli Colony,31542,31542,Vajarahalli Colony (Towards Vajarahalli),12.82303,77.39717
Vajarahalli Colony,34927,34927,Vajarahalli Colony (Towards Lakshmisagara),12.82308,77.39719
Vajarahalli Junction,30417,30417,Vajarahalli Junction (Towards Avaragere),12.82511,77.38214
Vajarahalli Junction,33160,33160,Vajarahalli Junction (Towards Bannikuppe),12.82512,77.38208
Vajarahalli Metro Station,38360,38360,Vajarahalli Metro Station (Towards Kaggalipura),12.87768,77.54498
Vajarahalli Metro Station,38361,38361,Vajarahalli Metro Station (Towards Banashankari),12.8773,77.54459
Vajragiri Estate,31543,31543,Vajragiri Estate (Towards Kulumepalya),12.85769,77.55663
Vajragiri Estate,34926,34926,Vajragiri Estate (Towards Konanakunte),12.85767,77.55657
Vajrakattepalya,31544,31544,Vajrakattepalya (Towards Vajrakattepalya),13.15792,77.38126
Vajrakattepalya,34925,34925,Vajrakattepalya (Towards Bolamaranahalli),13.15804,77.38128
Vajramuneshwara Gate,22574,22574,Vajramuneshwara Gate (Towards Kaggalipura),12.86481,77.53334
Vajramuneshwara Gate,22575,22575,Vajramuneshwara Gate (Towards Banashankari),12.86483,77.53314
Valagere Kallahalli,31546,31546,Valagere Kallahalli (Towards Valagere Kallahalli),12.88243,77.77592
Valagere Kallahalli,34923,34923,Valagere Kallahalli (Towards Valagere Kallahalli Cross),12.88242,77.77587
Valagere Kallahalli Cross,31547,31547,Valagere Kallahalli Cross (Towards Valagere Kallahalli),12.88182,77.76551
Valagere Kallahalli Cross,34922,34922,Valagere Kallahalli Cross (Towards Dommasandra),12.8818,77.76555
Valepura,31830,31830,Valepura (Towards Harohalli),12.95576,77.76635
Valepura,34921,34921,Valepura (Towards Varthuru),12.9562,77.76519
Valepura 1,35715,35715,Valepura 1 (Towards Harohalli),12.95622,77.76516
Valepura Cross,27183,27183,Valepura Cross (Towards Varthuru),12.94648,77.76694
Valepura Cross,35291,35291,Valepura Cross (Towards Muthsandra),12.94649,77.76688
Valepura Gate,27184,27184,Valepura Gate (Towards Muthsandra),12.94896,77.77234
Valepura Gate,35293,35293,Valepura Gate (Towards Varthuru),12.94894,77.7724
Vallaba Education Trust School,31832,31832,Vallaba Education Trust School (Towards Gubbala‌la Gate),12.89051,77.55146
Vallaba Education Trust School,31833,31833,Vallaba Education Trust School (Towards Vasanthapura),12.89055,77.55138
Valley School Kanakapura Road,27189,27189,Valley School Kanakapura Road (Towards Silk Farm Kanakapura Road),12.85436,77.51004
Vanakanahalli,38436,38436,Vanakanahalli (Towards Menashiganahalli),12.67272,77.69458
Vanakanahalli,38437,38437,Vanakanahalli (Towards Hompalaghatta),12.6727,77.69454
Vannarapet,23931,23931,Vannarapet (Towards Vivekanagara),12.95645,77.6211
Vannarapet,23951,23951,Vannarapet (Towards ASC Centre),12.95625,77.62095
Varadanayakanahalli,31556,31556,Varadanayakanahalli (Towards NH-4),13.17031,77.35547
Varadenahalli,31835,31835,Varadenahalli (Towards Sulibele),13.21643,77.80343
Varadenahalli,34916,34916,Varadenahalli (Towards Varadenahalli Handpost),12.96097,77.31245
Varadenahalli,35692,35692,Varadenahalli (Towards Motaganahalli),12.96098,77.31238
Varadenahalli Handpost,21619,21619,Varadenahalli Handpost (Towards Thippagondanahalli),12.95535,77.31204
Varadenahalli Handpost,21620,21620,Varadenahalli Handpost (Towards Magadi),12.95535,77.31193
Varahasandra,31560,31560,Varahasandra (Towards Varahasandra),12.87403,77.48672
Varthur Kodi,22578,22578,Varthur Kodi (Towards Sarjapura),12.95642,77.74524
Varthur Kodi,22829,22829,Varthur Kodi (Towards Marathahalli Bridge),12.95664,77.74472
Varthur Kodi,38603,38603,Varthur Kodi (Towards Last Stop),12.95679,77.74555
Varthur kodi,22577,22577,Varthur kodi (Towards Hope Farm),12.95897,77.74642
Varthuru,22579,22579,Varthuru (Towards Sarjapura),12.94011,77.74735
Varthuru,22580,22580,Varthuru (Towards Varthuru Kodi),12.94016,77.74727
Varthuru,31561,31561,Varthuru (Towards Sondekoppa),12.98557,77.40216
Varthuru,34914,34914,Varthuru (Towards Tavarakere),12.98568,77.40221
Varthuru Govt College,22581,22581,Varthuru Govt College (Towards Sarjapura),12.94221,77.74711
Varthuru Govt College,22582,22582,Varthuru Govt College (Towards Varthuru Kodi),12.94276,77.74697
Varthuru Govt College,36312,36312,Varthuru Govt College (Towards Harohalli),12.94257,77.74708
Varthuru Police Station,31562,31562,Varthuru Police Station (Towards Sarjapura),12.93773,77.74638
Varthuru Police Station,34913,34913,Varthuru Police Station (Towards Panaturu),12.93828,77.74692
Varthuru Police Station,36306,36306,Varthuru Police Station (Towards Nekkundi Dommasandra),12.93798,77.74674
